Rank,Username,Submitted,Model Report Link,MA-MCC,MA-MCC std,MA-Accuracy,MA-Accuracy std,MA-Precision,MA-Precision std,MA-Recall,MA-Recall std,MA-F1 Score,MA-F1 Score std,Proprietary Data,Open Code
110,Class-1,2026-08-24 22:35 UTC,Not submitted,0.1836588331772979,0.0456005684181794,0.7869590163934427,0.0159130881438388,0.4192219280245131,0.0609466115149037,0.2353569532196128,0.0485197729840104,0.2238229293557091,0.0401026716884561,No,No
111,mobster,2026-09-17 15:30 UTC,Not submitted,0.1755710907733232,0.0411886592536269,0.8254631147540984,0.0139063724686448,0.3433512445187047,0.0578655401765909,0.2294805317520513,0.0299653587776154,0.2712512645609113,0.0343256656960088,No,No
112,nkwork,2026-08-29 10:47 UTC,https://github.com/nkwork9999/mollibra-challenges/blob/main/reports/openadmet_method.md,0.1747882159357501,0.0370689962314429,0.6619631147540983,0.0177549207185807,0.2627136846431525,0.0235370778188671,0.5537569426135737,0.053253458310362,0.3415400019752184,0.0276526573456714,No,Yes
113,HBI,2026-09-20 01:02 UTC,https://huggingface.co/buildingpeps/hbi-cyp-challenge-v2,0.1557259901626016,0.0360524439072867,0.5719658469945355,0.017382711581244,0.2316690460901883,0.0224216124390295,0.7319674725743079,0.0500542797747418,0.3501075918190661,0.029208368796923,No,No
114,rogerbyrne,2026-09-01 09:43 UTC,Not submitted,0.1555098151034306,0.0379347200817788,0.5891571038251365,0.0195783291401562,0.2388819821946551,0.0217646820008435,0.63268977002953,0.0556163904738349,0.333862476910851,0.0268893185279808,No,No
115,sıkıntıyok,2026-09-15 20:55 UTC,Not submitted,0.1436625502335605,0.037592164135027,0.5464098360655738,0.0187189862634327,0.2907908908447363,0.0246423210221262,0.5496531282664567,0.0542029848635416,0.3238773365835213,0.0239001554367184,No,No
116,yuan3,2026-09-18 14:53 UTC,Not submitted,0.1422026242500329,0.0352023481958514,0.6544562841530054,0.0186459369216639,0.2552788232909267,0.0231504506809809,0.4894510600620629,0.0522888660676061,0.3191268059396074,0.0261582411495003,No,No
117,ulcompute,2026-08-26 23:04 UTC,Not submitted,0.130891791846367,0.0391874095019983,0.6989685792349727,0.0169336440548095,0.2573495503904894,0.0281542761746089,0.4128910325001232,0.0528572022706022,0.2988135052687012,0.0314226921320518,No,No
118,chemfm-baseline,2026-08-25 23:59 UTC,Not submitted,0.1033127739344661,0.0341530613712724,0.4869890710382514,0.0183455123806639,0.2235818243385544,0.0181046207318606,0.646423516116835,0.0538882509200362,0.3148937776311911,0.0210405436927025,No,No
119,wfondrie,2026-09-10 23:45 UTC,Not submitted,0.0814208521218605,0.0485263905907336,0.8116693989071039,0.0143239365343022,0.3255163592816364,0.0866200294549937,0.0755532219399673,0.0284806921733659,0.1203189156360892,0.0407343074540731,Yes,No
120,dargason,2026-08-21 14:11 UTC,https://admet-cyp.aetherark.com/classification-submissions.html,0.0406910382841467,0.0124657337635911,0.2027431693989071,0.0150325761196635,0.1829789783736486,0.0142583372643047,1.0,0.0,0.2943642192100688,0.0193515162495852,No,Yes
